도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
도시 이미지·정체성,Q5_1,(가구대표자용) 문5-1. 귀하는 우리사회 저출생 문제의 가장 큰 원인은 무엇이라고 생각하십니까?,"일-가족 양립 여건과 환경 미흡(육아휴직, 보육 등) (830명, 40.2%)","주거비 부담(비싼 주택가격) (651명, 31.6%)","자녀양육 부담(교육비 포함) (582명, 28.2%)","직장불안정 또는 일자리 부족
일-가족 양립 여건과 환경 미흡(육아휴직, 보육 등)
주거비 부담(비싼 주택가격)
자녀양육 부담(교육비 포함)
초혼 연령 상승
결혼 및 가족에 대한 가치관 변화
기타"
도시 이미지·정체성,Q5_1op,(가구대표자용) 문5-1. 귀하는 우리사회 저출생 문제의 가장 큰 원인은 무엇이라고 생각하십니까?_기타,"정부의 역할 부재 (1명, 33.3%)","정당방위가 인정 안되는 불확실한 사회 (1명, 33.3%)","남성 성인지 감수성 부족 (1명, 33.3%)",
도시 이미지·정체성,Q5_2,(가구대표자용) 문5-2. 귀하는 향후에 결혼할 의향이 있습니까?,"해당 없음(기혼) (1666명, 54.5%)","없다 (801명, 26.2%)","있다 (590명, 19.3%)","있다
없다
해당 없음(기혼)"
도시 이미지·정체성,Q5_3,(가구대표자용) 문5-3. 귀하는 향후에 자녀를 가질 의향이 있습니까?,"비해당 (963명, 47.5%)","있다 (623명, 30.7%)","없다 (443명, 21.8%)","있다
없다
비해당"
도시 이미지·정체성,Q5_4,(가구대표자용) 문5-4. 자녀를 갖고자 하는 주된 이유가 무엇입니까?,"자녀를 키우면서 느끼는 보람 (216명, 46.6%)","이상적인 가족의 모습이라고 생각해서 (175명, 37.7%)","노후에 외롭지 않을 것 같아서 (73명, 15.7%)","배우자 혹은 양가 부모님이 원해서
노후에 외롭지 않을 것 같아서
대를 잇기 위해서
자녀로부터 경제적 부양을 받을 수 있어서
자녀를 키우면서 느끼는 보람
이상적인 가족의 모습이라고 생각해서
아이를 좋아해서
기타"
도시 이미지·정체성,Q5_4op,(가구대표자용) 문5-4. 자녀를 갖고자 하는 주된 이유가 무엇입니까?_기타,"정부 지원 및 출산휴가 등 이 많이 개선되어서 (1명, 100.0%)",,,
도시 이미지·정체성,Q5_5,(가구대표자용) 문5-5. 자녀를 가질 의향이 없는 주된 이유는 무엇입니까?,"육아 및 자녀교육에 많은 비용이 들어서 (91명, 37.4%)","아이가 행복하게 살아가기 어려운 사회라는 생각이 들어서 (87명, 35.8%)","일자리가 불안정해서(실업, 비정규직, 이용직 등의 고용불안정) (65명, 26.7%)","소득이 적어서
일자리가 불안정해서(실업, 비정규직, 이용직 등의 고용불안정)
자녀를 키우기 위한 주택 마련이 어려워서
육아 및 자녀교육에 많은 비용이 들어서
자녀를 돌볼 사람이나 시설이 없어서
출산과 양육으로 인한 직장에서의 불이익 때문에
아이가 행복하게 살아가기 어려운 사회라는 생각이 들어서
아이가 생기지 않아서
건강상의 문제로
개인 시간이 줄어들 것 같아서
아이를 좋아하지 않아서
기타"
도시 이미지·정체성,Q5_5op,(가구대표자용) 문5-5. 자녀를 가질 의향이 없는 주된 이유는 무엇입니까?_기타,"내 삶이 더 중요함 (1명, 33.3%)","결혼이 싫다 (1명, 33.3%)","비혼주의 (1명, 33.3%)",
도시 이미지·정체성,Q5_6,(가구대표자용) 문5-6. 귀하는 향후에 추가로 자녀를 가질 의향이 있습니까?,"비해당 (512명, 49.8%)","없다 (440명, 42.8%)","있다 (76명, 7.4%)","있다
없다
비해당"
정책 인지도·만족도(체감도),Q6,(가구대표자용) 문6. 귀하는 저출생 대응을 위해 가장 필요한 정책이 무엇이라고 생각하십니까?,"양육비용 지원(보육료, 유아학비지원, 부모급여 등) 증가 (836명, 35.3%)","주거 지원 확대 (797명, 33.7%)","일·가정 양립을 위한 지원제도(육아휴직, 유연근무제 등) 확충 (734명, 31.0%)","주거 지원 확대
교육 및 돌봄 지원(어린이집, 유치원 등) 강화
양육비용 지원(보육료, 유아학비지원, 부모급여 등) 증가
일·가정 양립을 위한 지원제도(육아휴직, 유연근무제 등) 확충
난임 지원 강화
다자녀 혜택 확대
기타"
정책 인지도·만족도(체감도),Q60a1,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 1. 복지,"⑥ (1071명, 39.9%)","⑤ (1043명, 38.9%)","⑦ 매우 중요하다 (567명, 21.1%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a10,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 10. 환경 및 기후변화,"⑥ (1088명, 43.8%)","⑤ (816명, 32.9%)","⑦ 매우 중요하다 (579명, 23.3%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a11,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 11. 인구,"⑥ (1099명, 44.8%)","⑤ (831명, 33.8%)","⑦ 매우 중요하다 (525명, 21.4%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a2,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 2. 교통,"⑥ (969명, 37.8%)","⑦ 매우 중요하다 (804명, 31.3%)","⑤ (792명, 30.9%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
경제,Q60a3,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 3. 산업 및 경제,"⑥ (1087명, 42.8%)","⑦ 매우 중요하다 (733명, 28.9%)","⑤ (719명, 28.3%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a4,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 4. 일자리,"⑥ (1015명, 40.1%)","⑦ 매우 중요하다 (801명, 31.7%)","⑤ (713명, 28.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a5,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 5. 주거 및 생활,"⑥ (992명, 38.9%)","⑦ 매우 중요하다 (803명, 31.5%)","⑤ (754명, 29.6%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a6,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 6. 도시계획 및 정비,"⑥ (1097명, 43.5%)","⑤ (866명, 34.3%)","⑦ 매우 중요하다 (560명, 22.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a7,"(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 7. 문화, 체육, 관광","⑥ (1058명, 43.5%)","⑤ (870명, 35.8%)","⑦ 매우 중요하다 (502명, 20.7%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a8,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 8. 교육 및 평생학습,"⑥ (1076명, 43.6%)","⑤ (844명, 34.2%)","⑦ 매우 중요하다 (549명, 22.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a9,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 9. 안전,"⑥ (1041명, 40.1%)","⑦ 매우 중요하다 (818명, 31.5%)","⑤ (737명, 28.4%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q61,(가구대표자용) 문61. 현재 수원시정에 대한 만족도는 어떻게 생각하십니까? 7점 만점으로 응답해주세요.,"⑤ (1542명, 52.6%)","⑥ (717명, 24.5%)","④ 보통 (673명, 23.0%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
도시 이미지·정체성,Q62_1,(가구대표자용) 문62-1. 수원시가 가장 잘 하고 있는 것 - ⑨ 의견 없음,"의견 없음 (1075명, 100.0%)",,,의견 없음
도시 이미지·정체성,Q62_1op,(가구대표자용) 문62-1. 수원시가 가장 잘 하고 있는 것,"복지 (105명, 44.5%)","교통 (68명, 28.8%)","녹지조성 (63명, 26.7%)",
도시 이미지·정체성,Q62_2,(가구대표자용) 문62-2. 수원시가 시급히 개선해야 하는 것 - ⑨ 의견 없음,"의견 없음 (1168명, 100.0%)",,,의견 없음
도시 이미지·정체성,Q62_2op,(가구대표자용) 문62-2. 수원시가 시급히 개선해야 하는 것,"교통 (59명, 42.1%)","노인복지 (47명, 33.6%)","저출산 (34명, 24.3%)",
정책 인지도·만족도(체감도),Q6op,(가구대표자용) 문6. 귀하는 저출생 대응을 위해 가장 필요한 정책이 무엇이라고 생각하십니까?_기타,"보기항목 전부 (2명, 50.0%)","주거지원이 아닌 주택가격 하향정책 (1명, 25.0%)","육아 장려를 위한 사회적 인식 개선 캠페인 (1명, 25.0%)",
도시 이미지·정체성,Q7,(가구대표자용) 문7. 귀하는 앞으로 수원시에서 가장 걱정되는 인구 변화가 무엇이라고 생각하십니까?,"수원시 내 저출생 (1080명, 44.4%)","수원시 청년 인구 감소 (697명, 28.6%)","수원시 노인 인구 증가 (657명, 27.0%)","타 지역으로 인구 유출
수원시 내 저출생
수원시 청년 인구 감소
수원시 노인 인구 증가
기타
수원시 내 인구 변화 없을 것으로 예상함"
도시 이미지·정체성,Q7op,(가구대표자용) 문7. 귀하는 앞으로 수원시에서 가장 걱정되는 인구 변화가 무엇이라고 생각하십니까?_기타,"타 국가 인구증가 (1명, 33.3%)","불법체류자 (1명, 33.3%)","외국인 유입 (1명, 33.3%)",
도시 이미지·정체성,Q8,(가구대표자용) 문8. 귀하는 노후생활 자금 마련을 위해 준비를 하고 계십니까?,"준비하고 있다 (1810명, 59.2%)","준비하고 있지 않다 (1247명, 40.8%)",,"준비하고 있다
준비하고 있지 않다"
도시 이미지·정체성,Q8_1m1,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"국민연금, 사립교원연금, 공무원연금, 군인연금 (1429명, 80.8%)","은행 저축(적금, 예금, 주식, 펀드 등) (174명, 9.8%)","개인연금(주택연금, 연금저축 등) (165명, 9.3%)","국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1m2,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"은행 저축(적금, 예금, 주식, 펀드 등) (569명, 43.4%)","개인연금(주택연금, 연금저축 등) (481명, 36.7%)","보험(종신보험, 암보험 등) (262명, 20.0%)","국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1m3,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"보험(종신보험, 암보험 등) (285명, 49.4%)","은행 저축(적금, 예금, 주식, 펀드 등) (258명, 44.7%)","부동산 투자 (34명, 5.9%)","국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1m4,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"보험(종신보험, 암보험 등) (118명, 73.8%)","주택규모를 줄여서 발생하는 수익 활용 (25명, 15.6%)","부동산 투자 (17명, 10.6%)","국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1m5,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"부동산 투자 (13명, 65.0%)","주택규모를 줄여서 발생하는 수익 활용 (7명, 35.0%)",,"국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1m6,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오.(중복 응답),"주택규모를 줄여서 발생하는 수익 활용 (1명, 100.0%)",,,"국민연금, 사립교원연금, 공무원연금, 군인연금
개인연금(주택연금, 연금저축 등)
은행 저축(적금, 예금, 주식, 펀드 등)
보험(종신보험, 암보험 등)
부동산 투자
주택규모를 줄여서 발생하는 수익 활용
기타"
도시 이미지·정체성,Q8_1op,(가구대표자용) 문8-1. 노후자금 마련을 위해 준비하고 있다면 어떤 것인지 다음 항목을 보고 모두 말씀해 주십시오._기타,"그냥 죽을때까지 계속 일해서 돈벌것임 (1명, 33.3%)","정부보조.  기초생활수급자 (1명, 33.3%)","부수입 (1명, 33.3%)",
도시 이미지·정체성,Q8_2,(가구대표자용) 문8-2. 귀하는 은퇴 후 1인 기준 적절한 월 생활비가 어느 정도라고 생각하십니까?,"200-300만원 미만 (1521명, 52.5%)","100-200만원 미만 (969명, 33.5%)","300-400만원 미만 (406명, 14.0%)","100만원 미만
100-200만원 미만
200-300만원 미만
300-400만원 미만
400-500만원 미만
500만원 이상"
도시 이미지·정체성,Q9a1,(가구대표자용) 문9. 귀하는 다음 분야에서 스마트폰이나 기기를 얼마나 능숙하게 사용할 수 있습니까? - 1. 도보·승용차 길찾기,"⑤ 매우 능숙함 (1313명, 47.7%)","④ (1008명, 36.6%)","③ 보통 (433명, 15.7%)","① 매우 미숙함
②
③ 보통
④
⑤ 매우 능숙함"
도시 이미지·정체성,Q9a2,(가구대표자용) 문9. 귀하는 다음 분야에서 스마트폰이나 기기를 얼마나 능숙하게 사용할 수 있습니까? - 2. 철도나 고속버스 예약 및 결제,"⑤ 매우 능숙함 (1351명, 51.2%)","④ (754명, 28.6%)","③ 보통 (535명, 20.3%)","① 매우 미숙함
②
③ 보통
④
⑤ 매우 능숙함"
도시 이미지·정체성,Q9a3,(가구대표자용) 문9. 귀하는 다음 분야에서 스마트폰이나 기기를 얼마나 능숙하게 사용할 수 있습니까? - 3. 택시/대리운전/콜버스 예약 및 결제,"⑤ 매우 능숙함 (1254명, 47.6%)","④ (844명, 32.0%)","③ 보통 (536명, 20.3%)","① 매우 미숙함
②
③ 보통
④
⑤ 매우 능숙함"
도시 이미지·정체성,Q9a4,(가구대표자용) 문9. 귀하는 다음 분야에서 스마트폰이나 기기를 얼마나 능숙하게 사용할 수 있습니까? - 4. 인터넷뱅킹 이용,"⑤ 매우 능숙함 (1375명, 50.6%)","④ (888명, 32.7%)","③ 보통 (453명, 16.7%)","① 매우 미숙함
②
③ 보통
④
⑤ 매우 능숙함"
도시 이미지·정체성,Q9a5,(가구대표자용) 문9. 귀하는 다음 분야에서 스마트폰이나 기기를 얼마나 능숙하게 사용할 수 있습니까? - 5. 무인 주문기(키오스크) 사용,"⑤ 매우 능숙함 (1269명, 47.5%)","④ (857명, 32.1%)","③ 보통 (543명, 20.3%)","① 매우 미숙함
②
③ 보통
④
⑤ 매우 능숙함"
정책 인지도·만족도(체감도),SCORE1,정책 관심도,"보통 (1448명, 47.4%)","관심 없음 (816명, 26.7%)","관심 많음 (793명, 25.9%)","관심 없음
보통
관심 많음"
정책 인지도·만족도(체감도),SCORE2,수원시정 만족도,"만족 (2312명, 75.6%)","보통 (673명, 22.0%)","불만족 (72명, 2.4%)","불만족
보통
만족"
